OBJECTID,HWMID,HWM_TYPE,WTSHUNIT,WTSHNAME,UNIT_NO,CHAN_NAME,ROAD_NAME,STAGEGAGE,BM_NO,BM_DESC,BM_ELEV,ADJUST,SE10YR,SE50YR,SE100YR,SE500YR,LEGACY,FLD_DATE,CHK_DATE,BM_COND,HWM_ELEV,DISCLAIM,HWM_LOC,HWM_DESC,HWM_CONF,COMMENT,TEAM_MEM,PARTY_CHIEF,SRVY_CO,SRVY_DATE,POINT_X,POINT_Y,STATUS,SENSOR_PEAK_ELEV,TOP_PIPE_ELEV,HWI_ELEV,FINAL_HWM,GlobalID,CreationDate,Creator,EditDate,Editor,Water_Level_Change,HWM_VERIF,BMELEV_HISTORICAL,CSG_ELEVATION
1098,P-0017,BRIDGE,P,GREENS BAYOU,P100-00-00,GREENS BAYOU,VETERANS MEMORIAL,,150145,"Floodplain Reference Mark Number 150145 is a
Brass Disk stamped P100 BM23 on bridge at
Veterans Memorial Boulevard and Greens Bayou located on downstream,
east side of road, at stream centerline
in the Greens Watershed near stream P100-00-00
ELEV. 102.732 Feet NAVD 1988, 2001 Adjusted.",102.732,-2.9,98.7,99.9,100.4,101.6,0,2016-04-18 5:00,2016-04-19 16:00,,99.7,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,seed debris line on bridge foot,"MM, RH, SB","MM, RH, SB",,2016-04-19 5:00,-95.46271276,29.94108787,Unassigned,,,,,{8845EF27-79E8-40D3-BCE8-94BBAB5E42E4},,,,,3.032,,,
1099,P-0020,BRIDGE,P,GREENS BAYOU,P100-00-00,GREENS BAYOU,F.M.249,,150173,"Floodplain Reference Mark Number 150173 is a brass disk stamped RM 150173 EST 2005 located on the downstream side of the north bound feeder bridge of SH 249 and Greens Bayou at the north end bridge abutment (NE corner) in Key Map 370 P in the Greens Bayou Watershed (P100-00-00). ELEV. 116.41 Feet NAVD 1988, 2001 Adjusted.",116.41,-3.8,114.9,116.2,116.7,118.1,0,2016-04-18 5:00,2016-04-19 14:30,,114.5,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,debris line on d/s bank,"MM, RH, SB","MM, RH, SB",,2016-04-19 5:00,-95.53394351,29.95060375,Unassigned,,,,,{0FFAF528-C688-4C02-8F9A-11CF4B3CAB59},,,,,1.91,,,
1100,P-0022,BRIDGE,P,GREENS BAYOU,P138-00-00,TRIBUTARY 24.97 TO GREENS BAYOU,REEVESTON,,150630,"Floodplain Reference Mark Number 150630 is a
Brass Disk stamped P138 BM02 on bridge at
Reeveston Road and P138-00-00 located on downstream,
east sidewalk, at stream centerline
in the Greens Watershed near stream P138-00-00
ELEV. 73.073 Feet NAVD 1988, 2001 Adjusted.",73.073,-2.2,70.7,72,72.3,72.6,0,2016-04-18 5:00,2016-04-19 20:30,,71.6,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Debris seed line on bridge deck,"MM, RH, SB","MM, RH, SB",,2016-04-19 5:00,-95.36779618,29.91688542,Unassigned,,,,,{2C6836EF-77EA-44E2-A1F2-04E9700BED96},,,,,1.473,,,
1101,P-0023,BRIDGE,P,GREENS BAYOU,P138-00-00,TRIBUTARY 24.97 TO GREENS BAYOU,WEST HARDY ST,,150635,"Floodplain Reference Mark Number 150635 is a
Brass Disk stamped P138 HARDY on bridge at
West Hardy Street and P138-00-00 located on downstream,
east sidewalk, at stream centerline
in the Greens Watershed near stream P138-00-00
ELEV. 76.449 Feet NAVD 1988, 2001 Adjusted.",76.449,-2.2,74.5,76.1,76.7,77.7,0,2016-04-18 5:00,2016-04-19 20:40,,74.7,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Seed line on D/S bridge deck,"MM, RH, SB","MM, RH, SB",,2016-04-19 5:00,-95.3766192,29.91664488,Unassigned,,,,,{6E0ABDAD-E2A9-44C5-BD87-924C8AEF3ACF},,,,,1.749,,,
1102,P-0024,BRIDGE,P,GREENS BAYOU,P138-00-00,TRIBUTARY 24.97 TO GREENS BAYOU,LILLJA,,150640,"Floodplain Reference Mark Number 150640 is a
Brass Disk stamped P138 BM07 on bridge at
Lillja Road and P138-00-00 located on downstream, 
east sidewalk of bridge, at stream centerline
in the Greens Watershed near stream P138-00-00
ELEV. 80.707 Feet NAVD 1988, 2001 Adjusted.",80.707,-2.2,76.9,77.9,78.2,78.6,0,2016-04-18 5:00,2016-04-19 20:50,,77.6,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,D/S debris w/ flat vegitation,"MM, RH, SB","MM, RH, SB",,2016-04-19 5:00,-95.39100804,29.9157057,Unassigned,,,,,{B6146D33-0D7A-4956-A4E6-8E1BF892B558},,,,,3.107,,,
1103,P-0025,BRIDGE,P,GREENS BAYOU,P118-00-00,HALLS BAYOU,MESA,,150280,"Floodplain Reference Mark Number 150280 is a
Brass Disk stamped P118 BM01 on bridge at
Mesa Road and Halls Bayou located on downstream,
east sidewalk, at stream centerline
in the Greens Watershed near stream P118-00-00
ELEV. 37.57 Feet NAVD 1988, 2001 Adjusted.",37.57,-1.1,31.1,33.8,34.9,37.6,0,2016-04-18 5:00,2016-04-22 5:00,,28.4,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,N bank downstream,"Hack, Bard, Wayne",Bard,,2016-04-22 5:00,-95.26231643,29.84811203,Unassigned,,,,,{534BA21C-B0CD-49B8-AA9E-CE136AF90B2D},,,,,9.17,,,
1104,P-0027,BRIDGE,P,GREENS BAYOU,P118-00-00,HALLS BAYOU,WAYSIDE,,150290R,"Floodplain Reference Mark Number 150290R is an ALUM DISC stamped 150290R in the northeast corner of the bridge in the sidewalk on the north bound lane in the Halls Bayou Watershed near stream P118-00-00 ELEV. 48.34 Feet NAVD 1988, 2001 Adjusted.",48.34,-0.9,39.4,41.9,42.7,44.8,0,2016-04-18 5:00,2016-04-22 18:05,,32.3,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,norht bank downstream,"Hack, Bard, Wayne",Bard,,2016-04-22 5:00,-95.28447571,29.84988451,Unassigned,,,,,{5E177C0A-9D6D-470A-9927-D96CBF984CB7},,,,,16.04,,,
1105,P-0028,BRIDGE,P,GREENS BAYOU,P118-00-00,HALLS BAYOU,HOMESTEAD RD,,150295,"Floodplain Reference Mark Number 150295 is a
Brass Disk stamped P118 BM03 on bridge at
Homestead Road and Halls Bayou located on downstream,
east sidewalk of N-bound bridge, at northeast bridge abutment
in the Greens Watershed near stream P118-00-00
ELEV. 47.107 Feet NAVD 1988, 2001 Adjusted.",47.107,-1.2,44.5,47,47.5,49.7,0,2016-04-18 5:00,2016-04-22 17:35,,36.7,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,,"Hack, Bard, Wayne",Bard,,2016-04-22 5:00,-95.30049239,29.85308837,Unassigned,,,,,{A7D433F1-F738-408F-B7A6-6754BFD2407E},,,,,10.407,,,
1106,P-0029,BRIDGE,P,GREENS BAYOU,P118-00-00,HALLS BAYOU,PARKER RD,,150300,"Floodplain Reference Mark Number 150300 is a
Brass Disk stamped P118 BM04 on bridge at
Parker Road and Halls Bayou located on downstream,
southeast concrete walk of bridge
in the Greens Watershed near stream P118-00-00
ELEV. 48.857 Feet NAVD 1988, 2001 Adjusted.",48.857,-1.1,47.1,49.5,50,52.1,0,2016-04-18 5:00,2016-04-22 17:15,,38.2,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,,"Hack, Bard, Wayne",Bard,,2016-04-22 5:00,-95.30545494,29.85640247,Unassigned,,,,,{0D4D5091-E083-4D64-9B3B-722CCF23B735},,,,,10.657,,,
1107,P-0030,BRIDGE,P,GREENS BAYOU,P118-00-00,HALLS BAYOU,HIRSCH RD,,150305,"Floodplain Reference Mark Number 150305 is a
Brass Disk stamped P118 BM05 on bridge at
Hirsch Road and Halls Bayou located on downstream,
east sidewalk of N-bound, east bridge, at stream centerline
in the Greens Watershed near stream P118-00-00
ELEV. 56.823 Feet NAVD 1988, 2001 Adjusted.",56.823,-1.3,52.6,54.2,54.7,56.1,0,2016-04-18 5:00,2016-04-22 17:00,,43.9,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,,"Hack, Bard, Wayne",Bard,,2016-04-22 5:00,-95.31774554,29.86283464,Unassigned,,,,,{A60DCF93-F027-4CE1-869A-6FC7CBBC6C3B},,,,,12.923,,,
1108,P-0031,BRIDGE,P,GREENS BAYOU,P118-00-00,HALLS BAYOU,US 59,,150310,"Floodplain Reference Mark Number 150310 is a
Brass Disk stamped BM 7  Weisser on bridge at
US 59 N-bound feeder road and Halls Bayou located on 
downstream, east sidewalk, at stream centerline
in the Greens Watershed near stream P118-00-00
ELEV. 60.792 Feet NAVD 1988, 2001 Adjusted.",60.792,-1.6,56.3,57.2,57.6,59.2,0,2016-04-18 5:00,2016-04-22 16:45,,49.8,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,"all good, no paint due to very large, agrresgive dogs","Hack, Bard, Wayne",Bard,,2016-04-22 5:00,-95.33337639,29.86123361,Unassigned,,,,,{5524A82A-6D1A-4C1B-8BF1-726DE64E237D},,,,,10.992,,,
1109,P-0033,BRIDGE,P,GREENS BAYOU,P118-00-00,HALLS BAYOU,LITTLE YORK,,150314,"Floodplain Reference Mark Number 150314 is a HCFCD disk stamped P118 BM08 at Little York Road and Halls Bayou located on the downstream side of the bridge at the stream centerline in Key Map 414 S in the Halls Bayou Watershed (P118-00-00). ELEV. 61.24 Feet NAVD 1988, 2001 Adjusted.",61.24,-1.3,58.3,59.2,59.5,60.6,0,2016-04-18 5:00,2016-04-22 15:45,,53.7,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,N of new brdige,"Hack, Bard, Wayne",Bard,,2016-04-22 5:00,-95.34110496,29.87100842,Unassigned,,,,,{F638E5FC-4FF7-44A0-AA7C-7BB6898763CD},,,,,7.54,,,
1110,P-0034,BRIDGE,P,GREENS BAYOU,P118-00-00,HALLS BAYOU,HOPPER RD,,150317,"Floodplain Reference Mark Number 150317 is a HCFCD disk stamped P118 BM09 at Hopper Road and Halls Bayou located on the downstream side of the bridge at the stream centerline in Key Map 414 N in the Halls Bayou Watershed (P118-00-00). ELEV. 60.00 Feet NAVD 1988, 2001 Adjusted.",60,-1.6,59.8,60.4,60.8,61.6,0,2016-04-18 5:00,2016-04-22 15:15,,55.5,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Sw bank,"Hack, Bard, Wayne",Bard,,2016-04-22 5:00,-95.34391252,29.87955984,Unassigned,,,,,{5D43F152-3A92-4DCC-8A73-05B3239F8006},,,,,4.5,,,
1111,P-0035,BRIDGE,P,GREENS BAYOU,P118-00-00,HALLS BAYOU,BERTRAND RD,,150320,"Floodplain Reference Mark Number 150320 is a
Brass Disk stamped P118 BM10 on bridge at
Bertrand Street and Halls Bayou located on downstream,
south sidewalk, at stream centerline
in the Greens Watershed near stream P118-00-00
ELEV. 63.089 Feet NAVD 1988, 2001 Adjusted.",63.089,-1.7,61.3,62.3,62.8,63.6,0,2016-04-18 5:00,2016-04-22 15:05,,56.4,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,SW Bank,"Hack, Bard, Wayne",Bard,,2016-04-22 5:00,-95.3429412,29.88670973,Unassigned,,,,,{28B92E45-F732-4B1A-ABE8-CA48E9E59322},,,,,6.689,,,
1112,P-0036,BRIDGE,P,GREENS BAYOU,P118-00-00,HALLS BAYOU,ALDINE WEST FIELD,,150325,"Floodplain Reference Mark Number 150325 is a
Brass Disk stamped P118 BM11 on bridge at
Aldine Westfield Road and Halls Bayou located on downstream,
east sidewalk, at stream centerline
in the Greens Watershed near stream P118-00-00
ELEV. 68.144 Feet NAVD 1988, 2001 Adjusted.",68.144,-1.4,65.5,66.8,67.2,68.3,0,2016-04-18 5:00,2016-04-22 14:50,,61,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,SE Bank,"Hack, Bard, Wayne",Bard,,2016-04-22 5:00,-95.35473978,29.89455694,Unassigned,,,,,{A1D9C6D7-F691-48F1-857D-9FC3BF06F096},,,,,7.144,,,
1113,P-0037,BRIDGE,P,GREENS BAYOU,P118-00-00,HALLS BAYOU,HARDY TOLL RD,,150330,"Floodplain Reference Mark Number 150330 is a
Brass Disk stamped Weisser BM8  on bridge at
East Hardy Street and Halls Bayou located on downstream side,
of east bridge at stream centerline
in the Greens Watershed near stream P 118-00-00
ELEV. 77.389 Feet NAVD 1988, 2001 Adjusted.",77.389,-1,69.4,70.3,70.7,71.5,0,2016-04-18 5:00,2016-04-22 14:30,,68.1,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,SE Bank,"Walker, Ambroze, Jelm",Bard,,2016-04-22 5:00,-95.37044523,29.89257453,Unassigned,,,,,{4C07F540-6D3E-4695-98A7-39D25834FF54},,,,,9.289,,,
1114,P-0039,BRIDGE,P,GREENS BAYOU,P118-00-00,HALLS BAYOU,SWEETWATER,,150344,"Floodplain Reference Mark Number 150344 is a HCFCD disk stamped P118 BM14 at Sweetwater Lane and Halls Bayou located on the upstream side of the bridge at the north end bridge abutment in Key Map 412 M in the Halls Bayou Watershed (P118-00-00). \ELEV. 77.11 Feet NAVD 1988, 2001 Adjusted.",77.11,-2.7,78,78.7,79,79.5,0,2016-04-18 5:00,2016-04-21 19:30,,76.5,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,flooded out of bank,"Bard, Ambroze, Summer Brag, Hacker",Bard,,2016-04-21 5:00,-95.40867073,29.89702367,Unassigned,,,,,{94770CBB-6DF2-489A-8C6C-D1B5D0EC1BCA},,,,,0.61,,,
1115,P-0040,BRIDGE,P,GREENS BAYOU,P118-00-00,HALLS BAYOU,W. MOUNT HOUSTON,,150345,"Floodplain Reference Mark Number 150345 is a
Brass Disk stamped P118 0345 P on bridge at
W. Mt. Houston Road and Halls Bayou located on downstream,
south sidewalk, at stream centerline
in the Greens Watershed near stream P118-00-00
ELEV. 77.134 Feet NAVD 1988, 2001 Adjusted.",77.134,-2.8,78.3,78.9,79.2,79.8,0,2016-04-18 5:00,2016-04-21 18:50,,76.8,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,,"Bard Ambroze, Summer, Brag, Hacker",Bard,,2016-04-21 5:00,-95.41025531,29.89808141,Unassigned,,,,,{109F30A4-FC1C-4ECE-AB50-F9AAD3287D9C},,,,,0.334,,,
1116,P-0041,BRIDGE,P,GREENS BAYOU,P118-00-00,HALLS BAYOU,IH 45,,150347,"Floodplain Reference Mark Number 150347 is a brass disk located in the downstream side of the north bound lanes of the I-45 feeder bridge at the Halls Bayou centerline in Key Map 412 H in the Halls Bayou Watershed (P118-00-00). ELEV. 80.16 Feet NAVD 1988, 2001 Adjusted.",80.16,-2.8,78.7,79.3,79.7,80.3,0,2016-04-18 5:00,2016-04-21 18:30,,77.1,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,,"Bard Ambroze, Summer, Brag, Hacker",Bard,,2016-04-21 5:00,-95.41227245,29.89959538,Unassigned,,,,,{E7B24347-E2AD-49CD-9AF5-400621B52762},,,,,3.06,,,
1117,P-0042,BRIDGE,P,GREENS BAYOU,P118-00-00,HALLS BAYOU,TURNEY,,150348,,,-2.8,79.1,80,80.3,81.1,0,2016-04-18 5:00,2016-04-21 18:20,,77.5,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Benchmark destroyed will need post processing,"Bard Ambroze, Summer, Brag, Hacker",Bard,,2016-04-21 5:00,-95.41313816,29.90032711,Unassigned,,,,,{52EB4B7F-8978-4E5B-ABB2-86798B7EDAE8},,,,,,,,
1118,P-0043,BRIDGE,P,GREENS BAYOU,P118-00-00,HALLS BAYOU,SUNNYWOOD,,150349,"Floodplain Reference Mark Number 150349 is a HCFCD disk stamped P118 BM18 at Sunnywood Drive and Halls Bayou located on the downstream side of the bridge at the stream centerline in Key Map 412 G in the Halls Bayou Watershed (P118-00-00). ELEV. 79.45 Feet NAVD 1988, 2001 Adjusted.",79.45,-3,80.2,80.7,81,81.6,0,2016-04-18 5:00,2016-04-21 18:00,,78.4,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,,"Bard, Ambroze, Summer, Brag, Hacker",Bard,,2016-04-21 5:00,-95.41507258,29.90214435,Unassigned,,,,,{E48E9912-B23B-48B3-80F9-B2F81F21FB8F},,,,,1.05,,,
1119,P-0044,BRIDGE,P,GREENS BAYOU,P118-00-00,HALLS BAYOU,DEER TRAIL,,150350,"Floodplain Reference Mark Number 150350 is a
Brass Disk stamped P118 BM19 on bridge at
Deer Trail Drive and Halls Bayou located on downstream,
east sidewalk of bridge, at stream centerline
in the Greens Watershed near stream P118-00-00
ELEV. 81.905 Feet NAVD 1988, 2001 Adjusted.",81.905,-2.8,81.5,81.9,82.1,82.6,0,2016-04-18 5:00,2016-04-21 17:45,,79.1,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,,"Bard Ambroze, Summer, Brag, Hacker",Bard,,2016-04-21 5:00,-95.42267971,29.90228488,Unassigned,,,,,{8951801E-5FBD-4879-89E8-E6877A395B20},,,,,2.805,,,
1120,P-0045,BRIDGE,P,GREENS BAYOU,P118-00-00,HALLS BAYOU,VETERANS MEMORIAL,,150353,"Floodplain Reference Mark Number 150353 is a HCFCD disk stamped P118 BM17 at Veterans Memorial Drive and Halls Bayou located on the downstream side of the bridge in the top of the concrete wall at the southeast corner of the bridge in Key Map 412 F in the Halls Bayou Watershed (P118-00-00). ELEV. 89.85 Feet NAVD 1988, 2001 Adjusted.",89.85,-1.8,83,83.8,84,84.6,0,2016-04-18 5:00,2016-04-21 17:30,,79.2,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,,"Bard Ambroze, Summer, Brag, Hacker",Bard,,2016-04-21 5:00,-95.43013792,29.89915637,Unassigned,,,,,{30A2A6BE-296D-488D-9E63-183AC118BEA9},,,,,10.65,,,
1121,P-0048,BRIDGE,P,GREENS BAYOU,P130-00-00,GARNERS BAYOU,US 59,,150485,"Floodplain Reference Mark Number 150485 is a
Brass Disk stamped 150485 on bridge at
US 59 S-bound feeder and Garners Bayou located on upstream
sidewalk, on northwest corner of bridge
in the Greens Watershed near stream P 130-00-00
ELEV. 79.023 Feet NAVD 1988, 2001 Adjusted.",79.023,-0.7,74.1,75.9,76.5,78.1,0,2016-04-18 5:00,2016-04-20 20:30,,72.4,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,"Debris line on channel, may be do line","MM, VL, RV","MM, VL, RV",,2016-04-20 5:00,-95.27817759,29.97928523,Unassigned,,,,,{53FB9A91-5136-4066-852F-9B89625DB679},,,,,6.623,,,
1122,T-0002,BRIDGE,T,BARKER RESERVOIR,T101-00-00,MASON CREEK,PARK PINE,,190125,"Floodplain Reference Mark Number 190125 is a
Brass Disk stamped T101 BM02 on bridge at
Pine Park and Mason Creek located on downstream
concrete walk, on SE side of bridge, at stream centerline
in the Barker Watershed near stream T101-00-00
ELEV. 113.543 Feet NAVD 1988, 2001 Adjusted.",113.543,-1.2,104.4,107,108.2,111,0,2016-04-18 5:00,2016-04-19 18:30,,107.1,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,,"Bard Ambroze, Summer Bragg",Brad,,2016-04-19 5:00,-95.73239444,29.77151319,Unassigned,,,,,{EEA0E95C-8CA5-46EF-B82D-3A98C48019D1},,,,,6.443,,,
1123,T-0003,BRIDGE,T,BARKER RESERVOIR,T101-00-00,MASON CREEK,IH 10,,190135,"Floodplain Reference Mark Number 190135 is a
Brass Disk stamped T101 BM03 on bridge at
IH 10 E-bound feeder and Mason Creek located on downstream,
south side of bridge, at stream centerline
in the Barker Watershed near stream T101-00-00
ELEV. 126.347 Feet NAVD 1988, 2001 Adjusted.",126.347,-1,116,118.6,119.7,122.3,0,2016-04-18 5:00,2016-04-19 18:00,,115.1,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,,"Bard Ambroze, Summer Bragg",Bard,,2016-04-19 5:00,-95.74723884,29.78522899,Unassigned,,,,,{7A1E295A-0220-4068-89DE-3752CBD5918E},,,,,11.247,,,
1124,T-0004,BRIDGE,T,BARKER RESERVOIR,T101-00-00,MASON CREEK,MASON RD,,190140,"Floodplain Reference Mark Number 190140 is a
Brass Disk stamped T101 BM05 on bridge at
Mason Rd and Mason Creek located on downstream
concrete wall, on east side of bridge, at stream centerline
in the Barker Watershed near stream T101-00-00
ELEV. 130.497 Feet NAVD 1988, 2001 Adjusted.",130.497,-1,120.5,123,124.1,126.1,0,2016-04-18 5:00,2016-04-19 17:45,,122.8,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,,"Bard Ambroze, Summer Bragg",Bard,,2016-04-19 5:00,-95.75188337,29.79125501,Unassigned,,,,,{BDAA3110-C054-47D3-95F0-22225FE35F5B},,,,,7.697,,,
1125,T-0005,BRIDGE,T,BARKER RESERVOIR,T101-00-00,MASON CREEK,COLONIAL PARKWAY,,190145,"Floodplain Reference Mark Number 190145 is a
Brass Disk stamped T101 BM06 on bridge at
Colonial Parkway and Mason Creek located on downstream
cocnrete walk, on south side of bridge, at stream centerline
in the Barker Watershed near stream T101-00-00
ELEV. 131.235 Feet NAVD 1988, 2001 Adjusted.",131.235,-1.1,123.4,125.9,126.9,128.9,0,2016-04-18 5:00,2016-04-19 17:15,,125.8,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,,"Bard Ambroze, Summer Bragg",Bard,,2016-04-19 5:00,-95.76070213,29.79422341,Unassigned,,,,,{A45C9F42-CDB2-4210-867D-6CF859C3A561},,,,,5.435,,,
1126,T-0006,BRIDGE,T,BARKER RESERVOIR,T100-00-00,UPPER BUFFALO  BAYOU/CANE,FRANZ RD,,190090,"Floodplain Reference Mark Number 190090 is a
Brass Disk stamped Texas State Department of Highway Public 
Transportation on bridge at Franz Road and Upper Buffalo Bayou
located on upstream concrete wall, on northwest corner of bridge
in the Barker Watershed near stream T100-00-00
ELEV. 145.355 Feet NAVD 1988, 2001 Adjusted.",145.355,-0.5,139.3,141.9,142.8,144.2,0,2016-04-18 5:00,2016-04-19 15:00,,143,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Still flooding,"Bard Ambroze, Summer Bragg",Bard,,2016-04-19 5:00,-95.82945759,29.80043365,Unassigned,,,,,{7D3E3D2A-9951-4724-83B5-8C6B320AB42E},,,,,2.355,,,
1127,T-0009,BRIDGE,T,BARKER RESERVOIR,T100-00-00,UPPER BUFFALO  BAYOU/CANE,10TH ST,,190085R,"Floodplain Reference Mark Number 190085R is a BRASS DISK Stamped 190085R on bridge at 10th Street and Buffalo Bayou on downstream, east side, in KeyMap 444X in the Buffalo Watershed on stream T100-00-00 ELEV. 139.29 FEET NAVD, 2001 Adjusted. For More Information visit web-site https://www.harriscountyfrm.org/",139.29,-0.5,137.4,140.4,141.3,142.9,0,2016-04-18 5:00,2016-04-27 5:00,,142.3,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Debris line on pile d/s side of bridge - good mark,"Justice, Lindner",Justice,,2016-04-27 5:00,-95.83034849,29.79477048,Unassigned,,,,,{AB102D22-5239-4400-B4FE-2BA987C9AFEC},,,,,3.01,,,
1128,T-0011,BRIDGE,T,BARKER RESERVOIR,T100-00-00,UPPER BUFFALO  BAYOU/CANE,MORTON RD,,190095,"Floodplain Reference Mark Number 190095 is a
Brass Disk stamped 190095 on bridge at
Morton Road and Upper Buffalo Bayou located on 
downstream side of road, on southwest corner of bridge
in the Barker Watershed near stream T100-00-00
ELEV. 150.689 Feet NAVD 1988, 2001 Adjusted.",150.689,-0.5,148.7,150.4,151,151.8,0,2016-04-18 5:00,2016-04-27 5:00,,150.3,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,"Peaked in homes about 4pm - 8.5"" (highest ever)","Justice, Lindner",Justice,,2016-04-27 5:00,-95.83428175,29.81660614,Unassigned,,,,,{82084985-9390-4311-B40B-600CF83CFB31},,,,,0.389,,,
1129,T-0012,BRIDGE,T,BARKER RESERVOIR,T100-00-00,UPPER BUFFALO  BAYOU/CANE,PITTS RD,,190105,"Floodplain Reference Mark Number 190105 is a
Alum. Rod stamped 190105 at intersection of
Pitts Road, 0.2 miles north of Clay Road located in ground
west of Pitts Rd and south of dirt access to ranch
in the Barker Watershed near stream T100-00-00
ELEV. 156.482 Feet NAVD 1988, 2001 Adjusted.",156.482,-0.5,157.1,158,158.3,159,0,2016-04-18 5:00,2016-04-27 5:00,,159.5,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Debris line in barbed wire fence u/s side of Pitts Rd.,"Justice, Lindner",Justice,,2016-04-27 5:00,-95.84020908,29.83510417,Unassigned,,,,,{A4EFCF60-6BC8-4BD7-80A3-A6CD5A0172EF},,,,,3.018,,,
1130,U-0003,BRIDGE,U,ADDICKS RESERVOIR,U100-00-00,LANGHAM CREEK,ADDICKS SATSUMA RD,,200020,"Floodplain Reference Mark Number 200020 is a
BRASS DISK Stamped U100 BM03A on bridge at
Addicks Satsuma and Langham Creek located on downstream
concrete walk, on east side of bridge, at centerline of creek
in the Addicks Watershed near stream U100-00-00
ELEV. 107.81 Feet NAVD 1988, 2001 Adjusted.",107.8070172,-4.2,103.6,105.2,105.9,107.6,0,2016-04-18 5:00,2016-04-21 14:30,,107.2,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Drift deposits on fence post,"AN, JZ, SP",S. Patrick,,2016-04-21 5:00,-95.63281063,29.85782185,Unassigned,,,,,{2E2C14E3-5830-43F4-AA6D-BE5BCB4793E4},,,,,0.6070172,,,
1131,U-0005,BRIDGE,U,ADDICKS RESERVOIR,U100-00-00,LANGHAM CREEK,BARKER CYPRESS RD,,200030,"Floodplain Reference Mark Number 200030 is a
BRASS DISK Stamped U100 BM06 on bridge at
Barker Cypress and Langham Creek located on downstream
concrete walk, on east side of bridge, at centerline of creek
in the Addicks Watershed near stream U100-00-00
ELEV. 123.97 Feet NAVD 1988, 2001 Adjusted.",123.9732906,-3.1,116.2,118.8,120.1,122.8,0,2016-04-18 5:00,2016-04-21,,119.5,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,Melted Veg + wrack/debris below TOB,"AN, JZ, SP",S. Patrick,,2016-04-20 5:00,-95.68329422,29.87190218,Unassigned,,,,,{013265F8-5D15-4AA7-BBA8-3A8A10A04573},,,,,4.4732906,,,
1132,U-0006,BRIDGE,U,ADDICKS RESERVOIR,U100-00-00,LANGHAM CREEK,AUTUMN HILLS DR,,200035,"Floodplain Reference Mark Number 200035 is a
BRASS DISK Stamped U100 BM07 on bridge at
Autumn Hills and Langham Creek located on downstream
concrete walk, on south side of bridge, at centerline of creek
in the Addicks Watershed near stream U100-00-00
ELEV. 125.29 Feet NAVD 1988, 2001 Adjusted.",125.2930714,-2.8,119,121.5,122.6,125.1,0,2016-04-18 5:00,2016-04-20 23:40,,120.7,All Elevations Are Based Off NAVD 1988; 2001 Adj.,,,,,"AN, JZ, SP",S. Patrick,,2016-04-20 5:00,-95.68652781,29.87506848,Unassigned,,,,,{9A66ED4E-3C88-4DC9-B5B6-258EE2C8496D},,,,,4.5930714,,,
